NUM;RET;REC;EBITDA;EBIT;LAIR;LAOD;LL;FCO
2838;0.1071;278746;167717;34419;-98676;-105897;-107796;139928
2839;0.2416;4766;-3330;-3666;-2619;-2914;-2755;-483
2840;-1.2892;115992;12373;2624;5801;3717;3717;-13365
2841;0.0165;121938;23527;15760;12248;8153;8153;4514
2842;0.1935;280411;143742;128109;96767;62466;58608;41106
2843;0.2809;810706;116707;86860;107117;88867;61271;-67774
2844;0.0534;724999;115340;64365;46141;3868;3811;93840
2845;0.0332;528901;25723;20826;15557;10218;10218;5046
2846;0.4150;405840;44370;37428;40902;34453;29638;31326
2847;-1.6667;53631;-57914;-65168;-64185;-64185;-65357;31192
2848;0.2203;2920;742;316;-254;-254;-254;452
2849;0.2329;901399;146556;21114;-47552;-29556;-31122;13302
2850;0.1517;736953;385484;287158;118609;62497;56486;282986
2851;0.1312;6761370;-2040910;-2475668;-3820832;-3894413;-3897805;2528511
2852;0.0499;49259;-7606;-8765;15916;8379;8379;-13093
2853;-0.2619;5048529;643790;324966;279478;393940;385691;-689775
2854;-0.4220;143759;85541;64255;51632;46481;46481;14662
2855;0.0444;2121294;798409;665161;473996;340827;302061;561001
2856;0.0252;2792339;351323;176898;203146;124451;111198;478767
2857;0.0000;438529;85472;19184;-100869;-94741;-93873;172995
2858;0.0870;1602655;792718;638600;510447;347107;346892;682656
2859;0.1641;1733822;250339;161993;222759;170805;170805;180361
2860;0.1509;19748;-8701;-8701;-16691;-16691;-16691;12505
2861;-0.2590;228922;31870;22002;16236;8269;8269;12380
2862;-0.0618;275232;41071;8323;3912;4445;4445;23654
2863;0.0096;513266;18832;16271;47279;36298;24690;26680
2864;-0.2733;30990;3100;2431;2418;1604;1604;2864
2865;0.2094;150193;53094;51575;75583;73635;73611;60688
2866;0.1509;1314506;36808;23626;605;1542;1542;-316578
2867;0.0587;305167;51666;35716;21188;12589;12478;101117
2868;0.2575;507945;121924;86802;72612;44661;44661;73997
2869;-0.0298;204336;41341;30971;16669;11680;11602;35499
2870;0.0967;405534;-24967;-37665;-39606;-52351;-53227;41952
2871;0.0476;321611;218529;162236;108279;71250;71250;100820
2872;0.2868;10084511;882214;201026;239624;14186;8695;929120
2873;0.3169;10084511;879579;198388;175083;-54313;-64881;929398
2874;0.0903;2713000;552000;437000;823000;757000;703000;-175000
2875;0.4375;109900;18633;16325;4628;1957;1957;6660
2876;0.1119;78932;5904;2480;10234;6743;6743;22202
2877;0.0152;475782;95942;82309;156664;140640;143585;269147
2878;0.1355;1689701;216997;153924;-63901;-68323;-69116;-190958
2879;0.2231;1213775;83331;15218;-6908;11051;11051;8526
2880;-0.0195;290727;11969;10863;18759;12857;4751;-124293
2881;-0.1706;38782;5078;2283;-2357;-3327;-3327;1718
2882;0.2280;827299;314217;294877;146139;117836;1008123;256893
2883;-0.3845;45022;20019;18619;22830;22830;13933;-10316
2884;0.0794;388483;16529;-8493;-30136;-27389;-23417;8363
2885;-0.0823;129810;-3629;-12571;-13897;-9909;-9965;21685
2886;-0.0588;16881;-24212;-28740;-62141;-62278;-63181;-2265
2887;0.0695;1782357;236295;153075;55687;22743;6982;-164024
2888;-0.2286;191407;37968;18702;-7373;-1681;-1681;-25152
2889;-0.1279;43911939;2128538;962683;-3802592;-2644644;-2741162;-1091939
2890;0.1859;117957;41516;36742;-21200;-34052;-37480;72338
2891;0.4020;1545110;289595;163878;16783;11203;11203;705725
2892;-0.0968;70205;4999;3375;-14691;-14754;-14754;7908
2893;-0.0872;115793;-4807;-11402;-8803;-5728;-5728;2839
2894;-0.2011;1463477;570286;319507;1332137;1073512;1073512;171857
2895;0.5925;248627;38331;10219;-27954;-24208;-24208;-28589
2896;0.0020;2600048;321543;199573;43083;1423;1423;625813
2897;0.0759;118056;31241;18046;19430;15044;15044;18898
2898;0.1759;1046965;258353;202443;134774;103014;103014;119005
2899;0.1883;172840;60689;36197;6390;5504;5504;20739
2900;-0.2100;249819;34271;14148;70578;28668;28671;52442
2901;0.0327;3933169;495919;344306;-133794;-82792;-23909;-963390
2902;0.2971;608487;51330;8593;-26471;-17181;-17181;-40295
2903;0.1833;1247369;178909;105543;81463;65515;65515;99060
2904;-0.0455;46688;-20280;-32859;-37124;-36824;-23509;-23570
2905;0.0129;1153807;133893;103944;101146;94569;94569;169677
2906;0.3966;2263474;144115;113220;-711;5254;5254;-90684
2907;0.2259;428326;1524;-9790;18898;8766;8852;193321
2908;0.0216;4906408;422116;299137;-124055;-88052;-106184;297968
2909;0.0652;26942;1557;1162;-2043;-2043;-2043;4913
2910;-0.0505;574724;107331;82662;70367;70676;73888;40479
2911;0.3535;290952;28788;20860;24135;20051;15694;16401
2912;0.1625;49166;656;-1183;3665;2357;2357;4515
2913;0.2036;130083;28976;-11507;-24134;-17803;-17803;68920
2914;-0.1886;2337606;251565;231387;105834;46312;46303;205234
2915;0.0000;51528;10836;9082;-240;-240;-240;7149
2916;0.3429;0;-6735;-6970;-4064;-6167;-6150;-12326
2917;0.2669;990031;117200;107651;155610;134383;127955;189062
2918;-0.1500;97798;4080;747;-29936;-29473;-29473;14074
2919;0.1750;329733;95669;93917;98967;68907;68772;14790
2920;-1.2857;6755111;1765674;133831;-1768971;-1814886;-1839340;597394
2921;0.2011;98030;4251;-965;-5603;-3366;-3340;20850
2922;-0.2644;1321711;49429;15550;-1694;2680;2680;376732
2923;0.6394;139786;-182904;-204814;-395290;-410540;-410477;204690
2924;0.0526;147580;-131010;-135572;-121719;-121719;-121719;-298
2925;0.1976;70337000;21185000;8536000;-157000;-381000;-1246000;17307000
2926;0.3213;41509;-31227;-42808;-65027;-65387;-65387;45983
2927;0.3697;82018;-20670;-31516;-59801;-59801;-59736;13701
2928;-0.0588;11325;707;-311;-3651;-3535;-3535;-5955
2929;0.0096;241361;22053;12661;-6959;-6220;-6224;46068
2930;-0.1486;375600;40537;27426;-10409;-10409;-10409;18341
2931;0.2278;978056;19340;14845;-10545;-9251;-9251;-40784
2932;0.0498;454791;171813;115718;105380;198266;194124;96333
2933;0.3251;2515427;192839;129909;112720;90131;90001;-53743
2934;0.1941;734614;46368;14957;123;4063;-9556;154125
2935;-0.9340;0;-1003;-1092;-3993;-3993;-3990;-1292
2936;-1.1583;96058;-398324;-425148;-513328;-551582;-435750;-81487
2937;0.1404;88949;12937;11281;17400;12901;12486;-26200
2938;0.3347;107069;-87754;-93043;-142745;-146682;-142161;77047
2939;0.2106;3027842;913319;628663;968823;628789;628789;732647
2940;-0.7692;78492;-14045;-18360;-37816;-37483;-34327;2184
2941;-0.0217;87757;1782;-1054;-1382;-907;-907;8965
2942;0.0518;689199;302126;134822;73081;68962;68962;529106
2943;-0.3360;504697;19965;10679;887;536;266;28731
2944;-0.0930;144105;17276;8220;7258;7359;7359;26644
2945;0.3043;285125;113518;99006;87983;85913;85913;-21279
2946;0.4406;4008071;555876;233932;-663007;-776697;-785191;-939450
2947;-0.0873;19882;2405;1762;2704;2084;2084;4055
2948;-0.0411;421202;48747;28464;-7282;-2671;-6770;-49754
2949;0.0845;350589;125425;124333;181751;118352;118352;141498
2950;0.1269;602627;63448;43898;-20246;-22218;-22495;-16390
2951;0.1700;404973;442605;441460;307673;253685;253685;374096
2952;0.3616;185538;-12563;-24526;-4691;-3267;-3267;54593
2953;-0.0931;157633;-2626;-5462;6873;3547;2428;-71797
2954;-0.0444;202894;13912;6707;-2088;-1903;-1903;48904
2955;-1.0202;40822;205;-1506;-37903;-38237;-38237;-3690
2956;0.4628;13565;-38993;-55130;-76403;-76447;-76447;-15517
2957;0.2256;10431396;3788736;1875481;1558688;1218230;1218230;2055866
2958;-0.3899;331349;26870;12732;12344;2945;2945;61364
2959;0.1425;3854346;1120983;211400;142579;127908;127908;-806325
2960;0.5126;333988;24940;22021;20455;10463;10703;-65946
2961;-0.1408;551420;114602;82602;72076;49763;49859;27821
2962;0.0548;269512;150870;148746;123589;98239;94411;44630
2963;0.0604;78124;2272;977;1230;224;857;44354
2964;0.1636;415350;184810;104010;-31063;-27048;-25097;177083
2965;-0.1333;859840;127387;50434;31807;17310;17310;67008
2966;0.1576;19524323;1057575;787455;570999;387853;385218;-176450
2967;0.1810;44856;4645;1919;4505;3607;3607;18067
2968;0.2925;236751;75030;62546;52377;36169;36169;32405
2969;0.1580;2040890;49796;-268290;-166737;-151377;-152770;-27809
2970;0.1399;22067358;8272605;4958317;9730597;6327841;6310976;-2069814
2971;-0.4148;443148;67035;38150;19056;11769;11830;25391
2972;0.4008;4704000;118000;64000;27000;9000;9000;-4233000
2973;0.0000;17075;-53848;-54846;-89490;-89873;-89601;31009
2974;-0.4154;251536;38567;22502;2848;2135;2129;75856
2975;-0.0467;2416344;342231;257074;317618;287258;282396;383339
2976;0.3053;31097;-4407;-5739;-9797;-11303;-11282;7315
2977;0.0208;2254025;76417;33600;63356;50056;49164;140272
2978;-0.0154;396756;134781;90381;126383;82468;82365;117529
2979;-1.0833;88081;-4832;-6001;-4320;-4555;-4564;-20882
2980;-0.1802;792908;197297;149066;137154;128482;128482;299068
2981;0.2592;32507;6129;3697;2552;2492;2492;4740
2982;-0.5000;0;-826;-1084;-843;-711;-711;-367
2983;0.1717;1033621;115179;90763;68004;64316;47784;134974
2984;-0.1232;372646;278430;260131;136178;146089;42042;347518
2985;-0.0850;15296226;7929525;7044226;5937343;4258516;4153720;10987916
2986;-0.1685;1326547;138947;72273;-14915;-4043;-4043;247455
2987;0.3290;206794;3297;-2527;-9970;-5632;-5632;-38111
2988;0.0836;283797;44708;38526;41751;33500;33500;49250
2989;0.1163;67888;3873;2798;399;44;45;-107
2990;0.0630;2907813;313379;249525;-20268;-161060;-161044;628150
2991;-0.1754;92323;10212;6114;-6157;-6021;-6021;10172
2992;-0.0962;5400;-3768;-3835;3238;2078;1996;7452
2993;-0.1607;0;11113;11027;4443;3014;3014;-10974
2994;-0.0248;1693157;702357;422320;315738;162806;161906;341476
2995;-0.1392;247545;-63360;-71510;-97924;-137675;-137675;39410
2996;-0.5095;0;-1948816;-1948816;-1978216;-1982516;-1982516;172840
2997;0.2517;32868;6495;1490;2669;1326;1326;-9318
2998;0.3682;12332280;2039184;1498598;384930;158407;219549;2337715
2999;-0.2641;8954776;1904278;1560436;1179240;1434367;1415052;345114
3000;0.1684;2342375;963266;736287;319907;216760;244772;698467
3001;-1.0124;0;-6321;-6323;-8587;-8607;-8607;-18112
3002;-0.1852;1806556;215432;128434;140907;101614;101614;299381
3003;-0.1272;5266576;473120;267121;337838;283158;283023;618504
3004;-0.0910;707911;-313749;-387257;-386704;-363588;-363588;101297
3005;0.1285;507468;94349;82137;90966;83082;83082;55952
3006;0.0500;1014157;117882;76282;54039;49796;49796;224444
3007;0.1977;1331202;435663;343492;333976;295446;295446;217906
3008;0.0970;1648843;413859;322929;272402;240527;240527;401997
3009;0.2280;1005260;142899;1947;-48036;-40768;-40768;198360
3010;-0.3074;3337003;957933;784816;519605;402112;395822;449619
3011;0.1885;2135124;1266518;1125543;746990;783891;674164;410429
3012;-0.0849;1254301;465518;247861;-181169;-167009;-37903;407816
3013;-0.1696;672861;24697;2496;-24478;-32816;-28762;-73919
3014;0.0441;4786080;1004732;677409;562913;362506;304177;2157077
3015;-0.0739;437427;372047;228632;104607;82643;78204;53977
3016;-0.8815;8392;-1236;-2114;-966;-8219;-8343;19049
3017;0.3632;111566;1061;-15500;-10837;-9319;-9319;23915
3018;0.2185;116629;19776;11982;7550;7428;7428;14515
3019;-0.0040;243670;141674;132113;96044;67789;64850;189537
3020;-0.0907;1030554;152989;125529;141764;121136;98021;-224146
3021;0.1287;683686;83878;35213;7539;4326;4224;129483
3022;0.2775;535818;28501;23819;18662;14902;14902;31292
3023;-0.0256;398013;47650;40417;43644;38373;30824;78153
3024;-0.8000;92822;-117354;-121282;-155254;-233703;-239567;-27978
3025;0.5652;3456;969;540;1865;1865;1865;29
3026;0.0979;955009;168796;30124;-27384;54356;51674;145727
3027;-0.1965;774445;359483;257291;83597;45370;40607;317751
3028;0.0972;7860706;-8469290;-8962768;-10648732;-10438081;-10326955;2528549
3029;0.1629;7994732;628881;250569;250299;436586;425823;3080436
3030;-0.0720;133521;-277188;-305395;-275716;-159405;-159405;-10564
3031;0.0563;2949019;791268;661290;477019;447664;383055;421426
3032;0.0266;3848608;-251526;-413613;-516553;-324490;150724;730232
3033;-0.0714;465091;157520;140094;24350;4397;13928;88369
3034;0.0466;1709197;956692;805095;707623;599673;599401;650168
3035;0.0452;1042009;128413;39919;-67011;31361;31361;453004
3036;0.0399;1993704;378131;254399;96439;184754;142577;473352
3037;0.1556;56177;-13953;-11886;-22938;-26238;-26238;4127
3038;0.2410;240745;10271;219;-4559;-12257;-12257;30953
3039;0.0182;289432;50460;16074;1360;685;701;45862
3040;0.1650;661178;-8884;-11722;14754;770;-10484;-98359
3041;0.0800;29420;1494;991;1749;1174;1174;7536
3042;0.0251;224390;96451;94563;115801;104372;104090;-60954
3043;-0.0815;1719319;94963;82252;76670;53781;53781;-93140
3044;0.0558;250365;49145;24641;21960;19024;18896;-54449
3045;-0.0187;472984;85055;54368;40932;25855;25855;118897
3046;0.1481;237243;27306;16932;9745;7899;7814;23451
3047;0.1728;559246;29059;17313;4406;482;826;104658
3048;-0.1583;323336;199390;142260;97356;76638;76638;229975
3049;-0.1545;10449129;-2277891;-2984926;-3377038;-3169517;-3157177;1953762
3050;-0.6928;10449129;-2280703;-2987742;-3441275;-3240117;-1385662;1873527
3051;-0.3810;2652057;21704;-95342;-806024;-1130034;-1181603;-511973
3052;-0.6667;97910;254;-1896;-11478;-14966;318;12477
3053;-0.0481;112150;13927;10463;18380;17286;17286;13756
3054;-0.0479;675294;143866;131044;196415;191169;194109;75481
3055;0.1677;2332425;453237;386527;320366;154764;145399;638256
3056;-0.0500;1761856;280656;214664;199629;158633;158633;349051
3057;-0.2102;333777;1749;3455;29446;21391;12313;-94360
3058;0.0143;38827;-1112;-3845;-15435;-13996;-13996;3152
3059;0.6500;50771;-57812;-58988;-80148;-77747;-65786;43016
3060;-0.1453;138233;-79476;-83471;-94120;-74981;-69572;-48744
3061;0.0231;212443;39926;31566;30116;23147;22278;62108
3062;0.1111;177915;-243640;-248896;-265100;-296171;-298562;231356
3063;-0.2593;1835653;164061;80260;1644;13936;-16631;54608
3064;-0.3352;47161247;2681682;1559873;-176745;-209717;-275146;-10243309
3065;-0.1024;136543;253838;249113;195956;115329;87224;106365
3066;-0.3171;1564666;284105;147028;5351;6916;6917;-705190
3067;0.2353;84560;11069;7011;-11358;-11203;-11203;-2171
3068;-0.3148;223785;13837;5532;6003;13127;13127;6163
3069;0.0478;1595507;820107;551661;784858;520606;520606;442948
3070;-0.8108;313593;62621;34066;-22036;-11236;-11236;165422
3071;-0.1455;2582338;65351;-54100;-33944;-71011;-71011;681988
3072;0.0506;121803;32219;17855;18766;15669;15669;-5065
3073;0.0512;993570;228116;175059;131532;105907;105907;-76639
3074;0.1408;178866;58477;32732;3567;2353;2353;128180
3075;-0.2314;265759;13301;-7448;-42384;-39549;-39547;51777
3076;0.1433;5816007;1050016;900083;394780;132827;204247;1346384
3077;-0.4330;948397;106874;53313;12708;16744;16744;235176
3078;-0.0785;2014245;463623;392148;368255;251513;251513;350090
3079;-0.4541;52408;871;-12378;443509;352674;352674;38301
3080;0.1211;1199564;133323;105560;114707;122680;122680;29291
3081;0.2550;2535981;100355;66178;-86575;-52394;-52394;404668
3082;0.1135;787403;46981;35782;44101;9898;9019;195703
3083;-0.0157;5174837;478838;358579;-77787;-35513;-194906;464093
3084;-0.1395;25425;1849;1456;-2690;-1719;-1719;3886
3085;0.1416;570598;49693;23112;25016;21985;33763;111673
3086;-0.2266;239756;10787;1151;5856;253;-5040;97241
3087;0.0130;45747;334;-1673;2021;3470;3470;16012
3088;-0.6729;127891;-30056;-71065;-84551;-57930;-57930;85966
3089;-0.0226;2753681;313461;293995;80030;66497;66325;221827
3090;-0.2000;55305;7125;5380;-3873;-3826;-3824;8663
3091;-0.2609;334;132854;132597;113599;113387;113484;-4691
3092;0.2627;1208423;137161;127533;179253;153472;139928;296672
3093;0.3478;102615;10418;7112;11857;-13884;-13889;-6240
3094;-0.0087;328085;79418;76291;81108;60024;60027;44072
3095;-0.2375;6703080;1706004;392061;-3559431;-4532909;-4172759;-5149939
3096;0.0338;164880;39275;33549;30718;23885;23883;-6670
3097;-0.1304;142297;5505;3589;2711;1277;1277;15975
3098;0.1091;1457135;59592;26023;-26069;-17636;-17636;-115202
3099;-0.8405;130210;-1505385;-1877156;-2076824;-2037244;-1968938;553325
3100;0.0556;199956;-126198;-130684;-169963;-169963;-169963;395
3101;-0.0478;85103000;-30665000;-42234000;-47162000;-35582000;-36938000;25274000
3102;0.2653;23469;122490;160458;179958;180174;180160;103469
3103;0.1781;111717;11230;5834;3216;1503;-563;1277
3104;-1.6202;105836;-21286;-31295;-52745;-112767;-112643;67551
3105;0.3033;8220;-2372;-3505;-6346;-6216;-6216;-3440
3106;-0.1214;259482;16049;6883;12578;12299;12335;-82650
3107;0.1353;496405;-12295;-38910;-53021;-53021;-53021;121191
3108;-0.3419;866391;18621;14538;-4877;-7291;-7291;72379
3109;0.0428;465253;146100;88879;68292;61442;57712;134910
3110;-0.1837;814873;21429;-9663;-23066;-16529;-20999;104082
3111;0.4829;591;-597;-691;-3955;-3955;-3951;-1391
3112;-0.0193;86047;-251309;-267444;-287816;-303042;-303042;102796
3113;0.0671;133108;1208;-5146;6231;1370;3141;-21364
3114;-0.2500;227215;-120438;-125802;-182905;-185686;-180469;-72993
3115;0.1548;3223084;1002726;737400;650716;460930;460930;788390
3116;-0.0435;90641;-16787;-21270;-40014;-39635;-35841;9702
3117;0.1489;70006;-6355;-9367;-15832;-9422;-9422;-22543
3118;0.1527;694687;320856;152929;78397;76020;76020;86216
3119;0.4178;499042;-82308;-93600;-124047;-117729;166765;-214518
3120;0.1333;149027;21369;12150;9768;10340;10340;12041
3121;-0.1104;236323;34989;20722;9524;5059;5059;-7536
3122;0.0775;3678470;3400763;3081060;2898272;2371393;2372518;3888212
3123;-0.0403;19152;950;280;1453;2851;2851;-4862
3124;-0.0760;583617;101633;69649;45898;35335;35020;176040
3125;0.1349;348962;110254;109202;158391;112322;112322;197465
3126;-0.0657;609202;55295;36106;15318;124;197;-39039
3127;-0.0652;459510;467143;466622;348115;307976;307976;373580
3128;-0.0708;262569;58;-8335;-23228;-5358;96750;66370
3129;-0.0663;133112;10725;5979;4344;653;653;-334
3130;-0.1481;143735;155072;155713;168846;163863;168419;111276
3131;0.2681;287173;9884;2165;-9420;-3854;-3854;25579
3132;-0.1667;39571;25852;24108;-9972;-10299;-10299;-5420
3133;-0.2000;12554;-39327;-55468;-22883;-22883;-22883;51390
3134;-0.0275;10760832;3357877;1487852;1287593;1084549;1084549;4049290
3135;-0.8868;222626;-81293;-94856;-96023;-73944;-73944;30440
3136;-0.1006;4122074;1514419;645575;664174;475583;475583;2370795
3137;0.0484;229413;16346;13354;12405;12236;11588;101499
3138;0.0619;533911;4917;-24262;-32370;-8085;-8043;43593
3139;0.1876;297265;78529;76371;77468;74444;71446;83610
3140;0.1357;88007;10677;9580;8838;6864;6285;3760
3141;0.2296;522163;494944;256158;36863;49464;59667;72133
3142;0.0107;871922;146309;69853;47580;37759;37759;214079
3143;-0.1158;20580107;1176863;905663;743870;496748;494150;1629907
3144;0.1763;56940;977;-1724;613;1167;1167;1041
3145;0.0346;240376;66794;54384;40187;35804;35804;112437
3146;-1.0129;2404124;-1819603;-2171803;-2195892;-1626643;-1356843;46315
3147;-0.2634;22681352;-31512649;-35293119;-33930431;-34217367;-33154258;5098330
3148;-0.0628;446564;67511;40441;21828;23573;23540;61252
3149;-0.9448;5461000;133000;76000;-207000;-170000;-170000;4142000
3150;0.0000;10479;-40604;-41620;-92490;-92062;-91680;25760
3151;0.1957;-11275;-24737;-38199;-51606;-39746;-28876;55602
3152;-0.0545;2734251;382001;296859;375904;383674;383916;1000088
3153;-0.1038;2831356;199400;152264;158889;111232;103187;524705
3154;0.1058;449884;160304;110762;118854;83684;82512;100076
3155;-0.0366;718171;115962;68414;69240;65098;65098;116653
3156;-1.0770;0;-1476;-1446;-9193;-10032;-10032;399
3157;-0.2254;1146763;132052;105136;84006;76396;79294;83256
3158;-0.1523;380175;274057;255585;139313;121370;49677;285359
3159;0.0328;10745120;4972150;4218278;3901641;3066941;2950732;5488724
3160;-0.0385;1354521;89085;29683;-6193;-12049;-12049;205710
3161;-1.1672;209364;40066;32442;28729;30151;30151;37708
3162;-0.1945;315068;49698;43577;53545;36082;36082;4608
3163;-0.0370;60538;3368;2274;276;214;213;-1527
3164;-0.3197;2078161;87858;21320;-184364;-124582;-124545;-347331
3165;-0.1038;26232;4880;4353;6285;4345;3988;2806
3166;-0.1116;6311;-243;-309;4892;3241;3196;-10656
3167;-0.0041;1740243;860845;601646;-257877;-219568;-219658;296867
3168;-0.2598;0;-246312;-246312;-276638;-279933;-279933;7678
3169;0.0054;67229;8975;2982;66486;44477;44477;3447
3170;0.2214;13163620;3027343;2466033;2292078;1481594;1573177;3031562
3171;0.1034;8280949;1301637;969253;444478;679221;877105;1542386
3172;-0.2432;2195135;928586;722650;356893;228205;246968;600515
3173;0.4340;0;-5265;-5265;4749;4880;4880;-1692
3174;-0.2215;1595187;16130;-39758;-74924;-57241;-57241;240943
3175;-0.6509;4783876;647198;447075;166322;166954;166863;1418552
3176;-0.2919;715366;186666;113130;-90866;-66899;-66899;293972
3177;0.1488;353556;54829;42847;54314;97784;97784;40124
3178;-0.1963;1037208;149570;111162;115293;92351;92351;96390
3179;-0.5295;1234796;429096;341428;342040;312797;312797;393233
3180;0.0488;1743099;387204;296679;297569;192339;192339;581643
3181;-0.0937;999510;288593;150012;8028;8938;8938;232281
3182;-0.0600;3245188;299162;120917;113656;91433;87609;355679
3183;-0.1886;2259238;424073;281817;77691;59636;-13344;554950
3184;-1.0862;1357726;548177;352846;-41277;-40017;-10601;600623
3185;-0.0056;418031;62833;44341;32972;31053;31053;67300
3186;-0.3130;674946;28027;5934;-7174;-8017;-11051;-13033
3187;-0.2576;4967172;1080039;765760;419223;280221;267613;231782
3188;0.0055;401895;295799;159332;41824;26367;25865;108835
3189;0.1063;8268;-21305;-21862;-21109;-20752;-23689;15341
3190;-0.8185;117256;17830;6518;-3386;-5622;-5622;-1941
3191;-0.1311;117885;17249;9744;6210;4071;4071;19060
3192;-0.3514;244693;109028;102504;71494;44814;43706;46534
3193;-0.2019;1137733;214331;193225;198409;169026;131232;182876
3194;-0.1056;728184;101944;53790;24107;9690;9571;193396
3195;-0.0179;501432;27708;23119;15956;11935;11935;24222
3196;-0.2197;392344;46459;38920;42976;37076;28801;-1476
3197;-0.6656;228776;-122959;-139817;-196637;-196637;-194946;121043
3198;-0.5000;3603;352;-75;-697;-697;-697;-415
3199;-0.2338;1041653;241121;94042;37253;30512;28030;105108
3200;-0.2623;777479;345242;248926;56883;17893;20100;334720
3201;-0.1238;7902389;-3149156;-3572653;-3915450;-4225142;-4011789;2574619
3202;0.0785;4577279;570269;307274;217234;-372500;-387736;498109
3203;-0.0686;112105;61837;37047;170460;118873;118873;202330
3204;-0.0009;2420011;575737;445642;169802;96763;55323;464157
3205;0.0073;2751066;495347;335196;-156351;-132487;-126509;371776
3206;-0.2549;365971;71220;26857;-132374;-114184;-113930;-350340
3207;0.0184;1640014;771734;618673;512425;347622;347368;971592
3208;-0.0728;676296;163115;131049;124932;98639;98639;208333
3209;-0.2053;1139994;170381;121929;30806;1827;1827;510230
3210;-0.0656;1862072;330447;248008;174168;114759;80424;386596
3211;-0.0789;67283;17245;15178;5147;5147;5147;-20788
3212;-0.5599;244986;40595;30589;14965;4734;4733;-4409
3213;-0.2442;311037;66994;34522;-18553;160;160;29847
3214;0.0407;573770;36735;34211;57054;44630;32756;-50267
3215;-0.2889;184785;91833;90120;109939;104881;104742;-495899
3216;-0.3493;2011860;80074;66992;-317934;-209553;-209553;-23342
3217;0.1445;224885;73270;64311;36109;41724;41592;18872
3218;-0.1262;495528;102011;70780;54834;35177;35177;129296
3219;0.0684;233420;34766;23362;22627;16598;16476;110746
3220;-0.1733;624043;42396;29952;10263;13413;13486;32935
3221;-0.1607;305224;193974;140711;96633;65212;65212;179860
3222;-0.2891;11925345;-602486;-1273777;-2655114;-1958304;-1942951;2982723
3223;-1.0351;11925345;-707398;-1378691;-2851708;-2162016;-1013102;2915965
3224;-0.9401;2489645;113605;8863;-1693707;-2133563;-2178813;-643560
3225;-1.1875;103189;-173;-2216;-25891;-22384;-22384;13228
3226;-0.0601;88976;9076;5695;12867;8813;8813;29776
3227;0.0512;615262;137699;123445;143892;129315;133453;-72394
3228;-0.3755;1995885;399620;337007;205521;130320;131789;288009
3229;-0.2313;1322018;105502;41485;-7215;32024;32024;150738
3230;-0.0521;350533;43361;49243;47514;39831;21007;-206549
3231;-0.4000;271;-1353;-1353;-1948;-1948;-1948;2638
3232;-0.4203;34884;4608;1896;-5771;-4825;-4825;10395
3233;-0.4705;1319333;256719;230918;74760;78873;75382;76843
3234;-0.2474;153450;-65960;-67940;-81467;-104297;-91346;41123
3235;-1.0170;532111;47216;9759;-10442;-11303;-11303;34942
3236;-0.5698;154248;2546;-6336;283;-413;-478;27293
3237;-0.4000;89331;-74757;-80202;-104143;71089;68839;32205
3238;0.1670;1790312;204669;124889;27498;12566;2434;93708
3239;0.0536;43028926;3841314;2885899;5538491;3558047;3441410;12415065
3240;-0.3379;157139;73076;69964;6397;3279;2727;78875
3241;-0.1396;1537736;298995;166716;14113;8237;8237;773836
3242;-0.1935;56773;-801;-2482;-17880;-17982;-17982;11740
3243;-0.2774;202765;22493;16778;10466;6743;6743;36288
3244;0.1591;1445697;618022;432042;-2057636;-1340833;-1340833;591346
3245;-0.9572;282498;43999;20555;-38334;-22712;-22712;20138
3246;-0.4814;2462192;406841;292568;22118;37605;37605;482696
3247;-0.1061;113506;30949;17758;21470;17485;17485;31684
3248;-0.2806;978094;238886;194928;135214;102890;102890;66189
3249;-0.0520;178415;56197;31772;5616;4363;4363;48106
3250;-1.2414;259503;37348;20973;-196628;-205079;-205089;26351
3251;-0.0922;4036006;490064;346783;-82561;-48971;6533;-83197
3252;-0.4156;747225;44580;-2543;-39302;-26951;-26951;150048
3253;-0.2510;1420605;224891;156656;129733;95966;95966;186347
3254;-1.4367;66739;-131225;-144042;-227756;-230034;-230034;374
3255;-0.4020;1265125;192972;165763;174009;165032;165032;134814
3256;-0.9000;2082544;110393;81508;-42760;-19100;-19100;117596
3257;-0.0700;103627;5880;773;-82090;-82746;-29578;12981
3258;-0.4062;658644;50632;38575;9308;8032;7372;39623
3259;0.2120;4935064;426231;312349;-932134;-532973;185938;601446
3260;-0.7959;40220;-900;-1284;-4630;-2912;-2912;6544
3261;0.0818;667880;118515;91322;91007;62809;71085;61425
3262;0.0482;238560;7952;-159;-114996;-110475;-104443;16890
3263;-0.0537;57815;5429;3378;4394;2868;2868;12359
3264;-0.6356;136457;34764;-7502;-22726;-17206;-17206;27956
3265;0.1529;2388182;278225;258167;-407503;-446107;-446633;416086
3266;-0.1667;54717;7032;5221;-3829;-3829;-3825;13331
3267;-0.7586;0;363239;362970;296257;295730;295568;-4766
3268;-0.2594;1204941;136741;127109;179514;153082;142174;301053
3269;-0.1254;317653;68738;67099;71322;43592;43482;53861
3270;-0.8442;6826964;2276012;890954;-1081967;-1026771;-980649;7931637
3271;0.0433;149425;36702;31638;26328;18935;18936;14551
3272;-0.9272;1537875;131419;101677;252947;186380;186380;-133082
3273;-5.5000;551240;-170498;-186165;-384362;-410068;-402726;-187768
3274;-0.4444;192469;-71320;-75812;-140450;-140450;-140450;-351
